CustomerID,本次购买日期,上次购买日期,间隔天数
15312.0,2011-08-28,2011-05-08,112.0
15312.0,2011-09-25,2011-08-28,28.0
15315.0,2011-10-06,2011-08-15,52.0
15321.0,2011-09-30,2011-02-21,221.0
15329.0,2011-07-28,2011-06-21,37.0
15329.0,2011-10-31,2011-07-28,95.0
15330.0,2011-11-07,2011-10-10,28.0
15332.0,2010-12-08,2010-12-05,3.0
15334.0,2011-06-29,2011-06-19,10.0
15334.0,2011-07-06,2011-06-29,7.0
15339.0,2011-10-04,2011-01-25,252.0
15344.0,2011-11-07,2011-09-26,42.0
15344.0,2011-12-09,2011-11-07,32.0
15349.0,2011-07-04,2011-06-05,29.0
15351.0,2011-09-21,2010-12-05,290.0
15351.0,2011-10-05,2011-09-21,14.0
15351.0,2011-10-11,2011-10-05,6.0
15351.0,2011-10-16,2011-10-11,5.0
15351.0,2011-11-06,2011-10-16,21.0
15351.0,2011-11-27,2011-11-06,21.0
15353.0,2011-03-30,2010-12-07,113.0
15355.0,2011-11-10,2011-10-17,24.0
15356.0,2010-12-14,2010-12-06,8.0
15356.0,2011-02-16,2010-12-14,64.0
15356.0,2011-04-01,2011-02-16,44.0
15356.0,2011-05-05,2011-04-01,34.0
15356.0,2011-06-17,2011-05-05,43.0
15356.0,2011-07-07,2011-06-17,20.0
15356.0,2011-08-26,2011-07-07,50.0
15356.0,2011-09-29,2011-08-26,34.0
15356.0,2011-11-08,2011-09-29,40.0
15358.0,2011-01-05,2010-12-09,27.0
15358.0,2011-01-27,2011-01-05,22.0
15358.0,2011-02-15,2011-01-27,19.0
15358.0,2011-03-04,2011-02-15,17.0
15358.0,2011-04-12,2011-03-04,39.0
15358.0,2011-05-16,2011-04-12,34.0
15358.0,2011-06-14,2011-05-16,29.0
15358.0,2011-07-26,2011-06-14,42.0
15358.0,2011-08-11,2011-07-26,16.0
15358.0,2011-09-12,2011-08-11,32.0
15358.0,2011-09-26,2011-09-12,14.0
15358.0,2011-10-21,2011-09-26,25.0
15358.0,2011-11-04,2011-10-21,14.0
15358.0,2011-12-05,2011-11-04,31.0
15364.0,2011-09-05,2011-03-30,159.0
15365.0,2011-09-04,2011-01-28,219.0
15365.0,2011-09-19,2011-09-04,15.0
15365.0,2011-11-14,2011-09-19,56.0
15366.0,2011-09-25,2010-12-16,283.0
15367.0,2011-04-08,2011-03-09,30.0
15367.0,2011-10-13,2011-04-08,188.0
15370.0,2011-02-15,2011-01-11,35.0
15370.0,2011-05-20,2011-02-15,94.0
15370.0,2011-07-21,2011-05-20,62.0
15370.0,2011-09-29,2011-07-21,70.0
15370.0,2011-10-11,2011-09-29,12.0
15370.0,2011-10-30,2011-10-11,19.0
15373.0,2010-12-15,2010-12-03,12.0
15373.0,2011-01-26,2010-12-15,42.0
15373.0,2011-02-23,2011-01-26,28.0
15373.0,2011-03-30,2011-02-23,35.0
15373.0,2011-05-13,2011-03-30,44.0
15373.0,2011-06-19,2011-05-13,37.0
15373.0,2011-08-16,2011-06-19,58.0
15373.0,2011-11-16,2011-08-16,92.0
15373.0,2011-11-21,2011-11-16,5.0
15373.0,2011-12-01,2011-11-21,10.0
15376.0,2011-08-14,2011-05-01,105.0
15376.0,2011-10-30,2011-08-14,77.0
15379.0,2011-01-06,2010-12-16,21.0
15379.0,2011-01-20,2011-01-06,14.0
15379.0,2011-03-09,2011-01-20,48.0
15379.0,2011-05-15,2011-03-09,67.0
15379.0,2011-06-06,2011-05-15,22.0
15379.0,2011-06-23,2011-06-06,17.0
15380.0,2011-07-21,2010-12-09,224.0
15380.0,2011-09-14,2011-07-21,55.0
15380.0,2011-10-24,2011-09-14,40.0
15380.0,2011-12-01,2011-10-24,38.0
15381.0,2011-05-10,2011-03-16,55.0
15382.0,2011-05-13,2011-02-17,85.0
15382.0,2011-06-08,2011-05-13,26.0
15382.0,2011-09-16,2011-06-08,100.0
15382.0,2011-11-25,2011-09-16,70.0
15384.0,2011-06-23,2010-12-15,190.0
15392.0,2011-09-12,2010-12-14,272.0
15392.0,2011-11-09,2011-09-12,58.0
15392.0,2011-12-05,2011-11-09,26.0
15393.0,2011-11-23,2011-03-03,265.0
15394.0,2011-05-19,2010-12-16,154.0
15394.0,2011-09-22,2011-05-19,126.0
15394.0,2011-11-30,2011-09-22,69.0
15398.0,2011-11-23,2011-09-22,62.0
15399.0,2011-11-17,2011-09-21,57.0
15399.0,2011-12-08,2011-11-17,21.0
15400.0,2011-06-08,2011-03-06,94.0
15400.0,2011-08-03,2011-06-08,56.0
15400.0,2011-08-18,2011-08-03,15.0
15400.0,2011-09-08,2011-08-18,21.0
15402.0,2011-07-14,2011-05-27,48.0
15406.0,2011-11-08,2011-02-11,270.0
15407.0,2011-05-01,2011-02-07,83.0
15407.0,2011-06-09,2011-05-01,39.0
15407.0,2011-11-06,2011-06-09,150.0
15410.0,2011-04-17,2011-03-23,25.0
15410.0,2011-05-18,2011-04-17,31.0
15410.0,2011-05-20,2011-05-18,2.0
15410.0,2011-06-20,2011-05-20,31.0
15410.0,2011-08-02,2011-06-20,43.0
15410.0,2011-09-01,2011-08-02,30.0
15410.0,2011-09-16,2011-09-01,15.0
15411.0,2011-08-07,2011-06-10,58.0
15411.0,2011-09-30,2011-08-07,54.0
15411.0,2011-11-13,2011-09-30,44.0
15414.0,2011-11-02,2011-04-11,205.0
15414.0,2011-11-30,2011-11-02,28.0
15416.0,2011-04-14,2011-03-02,43.0
15416.0,2011-07-07,2011-04-14,84.0
15416.0,2011-10-06,2011-07-07,91.0
15421.0,2011-05-08,2011-02-02,95.0
15421.0,2011-10-12,2011-05-08,157.0
15426.0,2011-03-27,2010-12-05,112.0
15426.0,2011-11-06,2011-03-27,224.0
15426.0,2011-11-20,2011-11-06,14.0
15427.0,2011-11-06,2011-10-23,14.0
15429.0,2011-11-13,2011-09-25,49.0
15433.0,2011-05-10,2011-03-17,54.0
15434.0,2011-08-24,2011-05-23,93.0
15434.0,2011-11-08,2011-08-24,76.0
15434.0,2011-12-01,2011-11-08,23.0
15436.0,2011-10-23,2011-04-19,187.0
15436.0,2011-11-27,2011-10-23,35.0
15440.0,2011-07-26,2011-05-15,72.0
15440.0,2011-10-16,2011-07-26,82.0
15443.0,2011-08-22,2011-01-23,211.0
15443.0,2011-09-27,2011-08-22,36.0
15443.0,2011-10-25,2011-09-27,28.0
15443.0,2011-11-17,2011-10-25,23.0
15443.0,2011-11-27,2011-11-17,10.0
15443.0,2011-12-08,2011-11-27,11.0
15444.0,2011-11-30,2011-10-30,31.0
15449.0,2011-06-07,2011-03-23,76.0
15449.0,2011-11-13,2011-06-07,159.0
15452.0,2011-09-29,2011-03-20,193.0
15452.0,2011-11-10,2011-09-29,42.0
15453.0,2011-06-23,2011-06-05,18.0
15453.0,2011-07-31,2011-06-23,38.0
15453.0,2011-09-08,2011-07-31,39.0
15453.0,2011-10-14,2011-09-08,36.0
15453.0,2011-11-04,2011-10-14,21.0
15453.0,2011-12-08,2011-11-04,34.0
15456.0,2011-03-01,2010-12-15,76.0
15462.0,2011-07-19,2011-06-05,44.0
15462.0,2011-09-06,2011-07-19,49.0
15465.0,2010-12-15,2010-12-05,10.0
15465.0,2011-01-09,2010-12-15,25.0
15465.0,2011-01-23,2011-01-09,14.0
15465.0,2011-02-13,2011-01-23,21.0
15465.0,2011-02-20,2011-02-13,7.0
15465.0,2011-03-06,2011-02-20,14.0
15465.0,2011-03-20,2011-03-06,14.0
15465.0,2011-03-27,2011-03-20,7.0
15465.0,2011-04-10,2011-03-27,14.0
15465.0,2011-04-13,2011-04-10,3.0
15465.0,2011-04-20,2011-04-13,7.0
15465.0,2011-06-12,2011-04-20,53.0
15465.0,2011-07-03,2011-06-12,21.0
15465.0,2011-07-24,2011-07-03,21.0
15465.0,2011-09-18,2011-07-24,56.0
15465.0,2011-10-09,2011-09-18,21.0
15465.0,2011-11-20,2011-10-09,42.0
15467.0,2011-07-17,2011-07-10,7.0
15467.0,2011-11-30,2011-07-17,136.0
15469.0,2011-10-20,2011-08-11,70.0
15473.0,2011-10-12,2011-10-10,2.0
15473.0,2011-11-11,2011-10-12,30.0
15473.0,2011-11-25,2011-11-11,14.0
15478.0,2011-10-30,2011-10-14,16.0
15482.0,2011-04-03,2010-12-16,108.0
15482.0,2011-06-27,2011-04-03,85.0
15482.0,2011-10-14,2011-06-27,109.0
15482.0,2011-10-24,2011-10-14,10.0
15482.0,2011-10-25,2011-10-24,1.0
15482.0,2011-11-03,2011-10-25,9.0
15482.0,2011-11-14,2011-11-03,11.0
15482.0,2011-11-24,2011-11-14,10.0
15483.0,2011-07-01,2011-03-18,105.0
15484.0,2011-10-14,2011-09-22,22.0
15484.0,2011-11-21,2011-10-14,38.0
15484.0,2011-12-08,2011-11-21,17.0
15485.0,2011-01-07,2010-12-01,37.0
15485.0,2011-11-09,2011-01-07,306.0
15489.0,2011-10-13,2011-05-12,154.0
15489.0,2011-11-17,2011-10-13,35.0
15491.0,2011-05-05,2011-04-18,17.0
15491.0,2011-06-13,2011-05-05,39.0
15491.0,2011-08-31,2011-06-13,79.0
15491.0,2011-09-05,2011-08-31,5.0
15492.0,2011-11-11,2011-09-26,46.0
15493.0,2011-04-04,2011-03-14,21.0
15493.0,2011-07-13,2011-04-04,100.0
15493.0,2011-11-07,2011-07-13,117.0
15494.0,2011-11-18,2011-08-10,100.0
15497.0,2011-11-22,2011-01-24,302.0
15498.0,2011-01-05,2010-12-08,28.0
15498.0,2011-01-20,2011-01-05,15.0
15498.0,2011-01-24,2011-01-20,4.0
15498.0,2011-03-07,2011-01-24,42.0
15498.0,2011-04-15,2011-03-07,39.0
15498.0,2011-05-12,2011-04-15,27.0
15498.0,2011-05-13,2011-05-12,1.0
15498.0,2011-06-03,2011-05-13,21.0
15498.0,2011-06-21,2011-06-03,18.0
15498.0,2011-06-24,2011-06-21,3.0
15498.0,2011-08-11,2011-06-24,48.0
15498.0,2011-09-16,2011-08-11,36.0
15498.0,2011-10-14,2011-09-16,28.0
15498.0,2011-10-27,2011-10-14,13.0
15498.0,2011-11-22,2011-10-27,26.0
15498.0,2011-12-07,2011-11-22,15.0
15500.0,2011-11-13,2011-09-19,55.0
15500.0,2011-11-21,2011-11-13,8.0
15500.0,2011-12-01,2011-11-21,10.0
15502.0,2010-12-06,2010-12-05,1.0
15502.0,2011-03-09,2010-12-06,93.0
15502.0,2011-08-08,2011-03-09,152.0
15502.0,2011-09-11,2011-08-08,34.0
15502.0,2011-10-03,2011-09-11,22.0
15502.0,2011-11-13,2011-10-03,41.0
15502.0,2011-11-24,2011-11-13,11.0
15505.0,2011-08-05,2011-07-07,29.0
15505.0,2011-08-18,2011-08-05,13.0
15505.0,2011-09-16,2011-08-18,29.0
15505.0,2011-10-18,2011-09-16,32.0
15506.0,2011-10-25,2011-07-24,93.0
15506.0,2011-11-17,2011-10-25,23.0
15508.0,2011-04-28,2011-04-18,10.0
15508.0,2011-05-04,2011-04-28,6.0
15508.0,2011-06-03,2011-05-04,30.0
15511.0,2011-10-13,2011-09-15,28.0
15511.0,2011-10-20,2011-10-13,7.0
15511.0,2011-11-01,2011-10-20,12.0
15511.0,2011-11-28,2011-11-01,27.0
15512.0,2011-07-07,2010-12-15,204.0
15513.0,2010-12-09,2010-12-01,8.0
15513.0,2011-01-13,2010-12-09,35.0
15513.0,2011-01-18,2011-01-13,5.0
15513.0,2011-01-27,2011-01-18,9.0
15513.0,2011-03-11,2011-01-27,43.0
15513.0,2011-03-24,2011-03-11,13.0
15513.0,2011-05-12,2011-03-24,49.0
15513.0,2011-05-24,2011-05-12,12.0
15513.0,2011-06-17,2011-05-24,24.0
15513.0,2011-07-26,2011-06-17,39.0
15513.0,2011-08-25,2011-07-26,30.0
15513.0,2011-09-06,2011-08-25,12.0
15513.0,2011-10-30,2011-09-06,54.0
15513.0,2011-11-06,2011-10-30,7.0
15514.0,2010-12-14,2010-12-10,4.0
15514.0,2011-03-04,2010-12-14,80.0
15514.0,2011-04-28,2011-03-04,55.0
15514.0,2011-11-06,2011-04-28,192.0
15514.0,2011-11-15,2011-11-06,9.0
15514.0,2011-11-24,2011-11-15,9.0
15514.0,2011-11-27,2011-11-24,3.0
15516.0,2011-10-26,2011-10-24,2.0
15518.0,2011-01-25,2011-01-11,14.0
15518.0,2011-05-08,2011-01-25,103.0
15518.0,2011-07-03,2011-05-08,56.0
15518.0,2011-07-28,2011-07-03,25.0
15518.0,2011-08-07,2011-07-28,10.0
15518.0,2011-10-06,2011-08-07,60.0
15521.0,2011-04-05,2011-03-30,6.0
15521.0,2011-05-11,2011-04-05,36.0
15521.0,2011-07-14,2011-05-11,64.0
15521.0,2011-09-06,2011-07-14,54.0
15521.0,2011-10-30,2011-09-06,54.0
15522.0,2011-11-07,2011-09-13,55.0
15525.0,2011-11-22,2010-12-01,356.0
15525.0,2011-12-07,2011-11-22,15.0
15527.0,2011-01-28,2010-12-20,39.0
15527.0,2011-05-04,2011-01-28,96.0
15527.0,2011-06-10,2011-05-04,37.0
15527.0,2011-07-18,2011-06-10,38.0
15527.0,2011-09-11,2011-07-18,55.0
15527.0,2011-11-01,2011-09-11,51.0
15527.0,2011-11-21,2011-11-01,20.0
15529.0,2010-12-10,2010-12-08,2.0
15529.0,2011-01-20,2010-12-10,41.0
15529.0,2011-03-09,2011-01-20,48.0
15529.0,2011-03-25,2011-03-09,16.0
15529.0,2011-04-06,2011-03-25,12.0
15529.0,2011-05-13,2011-04-06,37.0
15529.0,2011-07-20,2011-05-13,68.0
15529.0,2011-09-13,2011-07-20,55.0
15529.0,2011-10-04,2011-09-13,21.0
15529.0,2011-11-17,2011-10-04,44.0
15530.0,2011-06-23,2011-04-07,77.0
15530.0,2011-07-13,2011-06-23,20.0
15530.0,2011-11-18,2011-07-13,128.0
15531.0,2011-12-01,2011-11-09,22.0
15532.0,2011-06-26,2010-12-16,192.0
15532.0,2011-07-31,2011-06-26,35.0
15532.0,2011-11-14,2011-07-31,106.0
15533.0,2011-09-18,2011-09-11,7.0
15533.0,2011-11-20,2011-09-18,63.0
15535.0,2011-04-17,2011-01-16,91.0
15535.0,2011-06-19,2011-04-17,63.0
15544.0,2011-02-11,2010-12-02,71.0
15544.0,2011-02-25,2011-02-11,14.0
15544.0,2011-05-12,2011-02-25,76.0
15544.0,2011-06-19,2011-05-12,38.0
15544.0,2011-07-12,2011-06-19,23.0
15544.0,2011-08-12,2011-07-12,31.0
15544.0,2011-11-11,2011-08-12,91.0
15544.0,2011-11-30,2011-11-11,19.0
15545.0,2011-10-16,2010-12-03,317.0
15547.0,2011-01-28,2010-12-12,47.0
15547.0,2011-02-27,2011-01-28,30.0
15547.0,2011-03-13,2011-02-27,14.0
15547.0,2011-04-10,2011-03-13,28.0
15547.0,2011-05-29,2011-04-10,49.0
15547.0,2011-08-21,2011-05-29,84.0
15547.0,2011-09-11,2011-08-21,21.0
15547.0,2011-09-18,2011-09-11,7.0
15547.0,2011-10-02,2011-09-18,14.0
15547.0,2011-10-30,2011-10-02,28.0
15547.0,2011-12-02,2011-10-30,33.0
15549.0,2011-07-05,2011-01-27,159.0
15549.0,2011-09-23,2011-07-05,80.0
15550.0,2011-06-22,2011-02-11,131.0
15550.0,2011-08-25,2011-06-22,64.0
15550.0,2011-12-05,2011-08-25,102.0
15555.0,2010-12-09,2010-12-05,4.0
15555.0,2010-12-13,2010-12-09,4.0
15555.0,2011-04-17,2010-12-13,125.0
15555.0,2011-05-22,2011-04-17,35.0
15555.0,2011-06-02,2011-05-22,11.0
15555.0,2011-06-16,2011-06-02,14.0
15555.0,2011-06-17,2011-06-16,1.0
15555.0,2011-07-04,2011-06-17,17.0
15555.0,2011-08-28,2011-07-04,55.0
15555.0,2011-09-22,2011-08-28,25.0
15555.0,2011-10-02,2011-09-22,10.0
15555.0,2011-10-12,2011-10-02,10.0
15555.0,2011-11-06,2011-10-12,25.0
15555.0,2011-11-09,2011-11-06,3.0
15555.0,2011-11-27,2011-11-09,18.0
15561.0,2011-07-13,2011-05-08,66.0
15561.0,2011-11-28,2011-07-13,138.0
15563.0,2011-05-23,2010-12-16,158.0
15563.0,2011-11-17,2011-05-23,178.0
15565.0,2011-10-20,2011-09-30,20.0
15568.0,2011-10-26,2011-09-27,29.0
15568.0,2011-12-07,2011-10-26,42.0
15569.0,2011-07-31,2011-01-11,201.0
15569.0,2011-08-23,2011-07-31,23.0
15569.0,2011-08-28,2011-08-23,5.0
15570.0,2010-12-12,2010-12-05,7.0
15570.0,2010-12-17,2010-12-12,5.0
15570.0,2011-01-14,2010-12-17,28.0
15570.0,2011-02-10,2011-01-14,27.0
15570.0,2011-02-28,2011-02-10,18.0
15570.0,2011-04-14,2011-02-28,45.0
15570.0,2011-05-17,2011-04-14,33.0
15570.0,2011-07-21,2011-05-17,65.0
15570.0,2011-11-03,2011-07-21,105.0
15570.0,2011-11-29,2011-11-03,26.0
15570.0,2011-12-02,2011-11-29,3.0
15571.0,2011-11-06,2011-09-22,45.0
15571.0,2011-11-15,2011-11-06,9.0
15571.0,2011-11-28,2011-11-15,13.0
15572.0,2011-04-05,2011-03-06,30.0
15572.0,2011-08-22,2011-04-05,139.0
15572.0,2011-11-14,2011-08-22,84.0
15572.0,2011-12-05,2011-11-14,21.0
15573.0,2011-11-08,2011-09-15,54.0
15574.0,2010-12-16,2010-12-02,14.0
15574.0,2011-06-15,2010-12-16,181.0
15577.0,2011-07-11,2011-02-07,154.0
15579.0,2011-10-02,2011-01-30,245.0
15581.0,2010-12-19,2010-12-08,11.0
15581.0,2010-12-21,2010-12-19,2.0
15581.0,2011-03-09,2010-12-21,78.0
15581.0,2011-04-15,2011-03-09,37.0
15581.0,2011-04-26,2011-04-15,11.0
15581.0,2011-04-27,2011-04-26,1.0
15581.0,2011-06-20,2011-04-27,54.0
15581.0,2011-07-06,2011-06-20,16.0
15581.0,2011-08-01,2011-07-06,26.0
15581.0,2011-08-09,2011-08-01,8.0
15581.0,2011-08-11,2011-08-09,2.0
15582.0,2011-08-31,2011-05-03,120.0
15582.0,2011-11-15,2011-08-31,76.0
15584.0,2011-09-28,2011-06-30,90.0
15584.0,2011-10-23,2011-09-28,25.0
15584.0,2011-11-16,2011-10-23,24.0
15587.0,2011-07-20,2010-12-23,209.0
15587.0,2011-09-11,2011-07-20,53.0
15587.0,2011-10-20,2011-09-11,39.0
15589.0,2011-03-29,2011-02-02,55.0
15594.0,2011-09-07,2011-04-19,141.0
15594.0,2011-09-19,2011-09-07,12.0
15594.0,2011-11-09,2011-09-19,51.0
15594.0,2011-11-24,2011-11-09,15.0
15596.0,2011-01-17,2010-12-09,39.0
15596.0,2011-03-03,2011-01-17,45.0
15596.0,2011-05-09,2011-03-03,67.0
15596.0,2011-08-31,2011-05-09,114.0
15599.0,2011-11-13,2011-05-19,178.0
15601.0,2010-12-16,2010-12-02,14.0
15601.0,2011-01-07,2010-12-16,22.0
15601.0,2011-01-25,2011-01-07,18.0
15601.0,2011-01-27,2011-01-25,2.0
15601.0,2011-02-15,2011-01-27,19.0
15601.0,2011-02-17,2011-02-15,2.0
15601.0,2011-04-01,2011-02-17,43.0
15601.0,2011-05-20,2011-04-01,49.0
15601.0,2011-06-22,2011-05-20,33.0
15601.0,2011-08-09,2011-06-22,48.0
15601.0,2011-09-11,2011-08-09,33.0
15601.0,2011-10-14,2011-09-11,33.0
15601.0,2011-11-28,2011-10-14,45.0
15602.0,2010-12-14,2010-12-06,8.0
15602.0,2011-01-11,2010-12-14,28.0
15602.0,2011-01-31,2011-01-11,20.0
15602.0,2011-05-23,2011-01-31,112.0
15602.0,2011-09-30,2011-05-23,130.0
15602.0,2011-11-11,2011-09-30,42.0
15602.0,2011-11-17,2011-11-11,6.0
15602.0,2011-12-01,2011-11-17,14.0
15605.0,2011-02-23,2010-12-01,84.0
15605.0,2011-04-01,2011-02-23,37.0
15605.0,2011-09-11,2011-04-01,163.0
15605.0,2011-11-03,2011-09-11,53.0
15606.0,2011-02-15,2011-01-19,27.0
15606.0,2011-02-24,2011-02-15,9.0
15606.0,2011-03-06,2011-02-24,10.0
15606.0,2011-03-23,2011-03-06,17.0
15606.0,2011-05-01,2011-03-23,39.0
15606.0,2011-06-22,2011-05-01,52.0
15606.0,2011-08-12,2011-06-22,51.0
15606.0,2011-10-09,2011-08-12,58.0
15608.0,2011-10-10,2011-08-11,60.0
15608.0,2011-11-11,2011-10-10,32.0
15611.0,2011-03-03,2011-01-09,53.0
15611.0,2011-03-28,2011-03-03,25.0
15611.0,2011-06-01,2011-03-28,65.0
15611.0,2011-06-15,2011-06-01,14.0
15611.0,2011-06-29,2011-06-15,14.0
15611.0,2011-08-26,2011-06-29,58.0
15611.0,2011-08-28,2011-08-26,2.0
15611.0,2011-09-30,2011-08-28,33.0
15611.0,2011-10-28,2011-09-30,28.0
15611.0,2011-11-23,2011-10-28,26.0
15611.0,2011-11-30,2011-11-23,7.0
15612.0,2011-11-03,2011-10-09,25.0
15615.0,2011-01-14,2010-12-15,30.0
15615.0,2011-02-14,2011-01-14,31.0
15615.0,2011-03-21,2011-02-14,35.0
15615.0,2011-04-11,2011-03-21,21.0
15615.0,2011-04-18,2011-04-11,7.0
15615.0,2011-05-10,2011-04-18,22.0
15615.0,2011-05-11,2011-05-10,1.0
15615.0,2011-06-09,2011-05-11,29.0
15615.0,2011-06-30,2011-06-09,21.0
15615.0,2011-08-10,2011-06-30,41.0
15615.0,2011-08-18,2011-08-10,8.0
15615.0,2011-08-26,2011-08-18,8.0
15615.0,2011-10-07,2011-08-26,42.0
15615.0,2011-10-25,2011-10-07,18.0
15615.0,2011-11-08,2011-10-25,14.0
15615.0,2011-11-29,2011-11-08,21.0
15618.0,2011-09-08,2011-07-26,44.0
15618.0,2011-11-07,2011-09-08,60.0
15620.0,2011-05-03,2010-12-16,138.0
15620.0,2011-10-14,2011-05-03,164.0
15621.0,2011-11-28,2011-11-18,10.0
15621.0,2011-12-05,2011-11-28,7.0
15622.0,2011-04-28,2011-03-02,57.0
15622.0,2011-05-26,2011-04-28,28.0
15622.0,2011-09-14,2011-05-26,111.0
15622.0,2011-10-27,2011-09-14,43.0
15624.0,2011-05-17,2011-03-28,50.0
15624.0,2011-07-27,2011-05-17,71.0
15624.0,2011-08-15,2011-07-27,19.0
15625.0,2011-06-13,2011-04-18,56.0
15625.0,2011-08-01,2011-06-13,49.0
15625.0,2011-08-28,2011-08-01,27.0
15626.0,2011-09-26,2011-01-14,255.0
15628.0,2011-03-29,2010-12-08,111.0
15628.0,2011-06-10,2011-03-29,73.0
15628.0,2011-08-03,2011-06-10,54.0
15628.0,2011-09-02,2011-08-03,30.0
15628.0,2011-10-05,2011-09-02,33.0
15628.0,2011-10-24,2011-10-05,19.0
15628.0,2011-11-15,2011-10-24,22.0
15628.0,2011-12-05,2011-11-15,20.0
15630.0,2011-10-25,2011-05-19,159.0
15632.0,2011-03-31,2011-03-10,21.0
15632.0,2011-04-28,2011-03-31,28.0
15632.0,2011-06-10,2011-04-28,43.0
15632.0,2011-07-20,2011-06-10,40.0
15632.0,2011-08-10,2011-07-20,21.0
15632.0,2011-10-07,2011-08-10,58.0
15632.0,2011-11-24,2011-10-07,48.0
15636.0,2011-09-11,2011-03-02,193.0
15640.0,2010-12-13,2010-12-02,11.0
15640.0,2010-12-19,2010-12-13,6.0
15640.0,2011-01-11,2010-12-19,23.0
15640.0,2011-02-13,2011-01-11,33.0
15640.0,2011-04-13,2011-02-13,59.0
15640.0,2011-04-27,2011-04-13,14.0
15640.0,2011-06-07,2011-04-27,41.0
15640.0,2011-07-22,2011-06-07,45.0
15640.0,2011-08-07,2011-07-22,16.0
15640.0,2011-08-10,2011-08-07,3.0
15640.0,2011-09-22,2011-08-10,43.0
15640.0,2011-11-03,2011-09-22,42.0
15640.0,2011-11-23,2011-11-03,20.0
15640.0,2011-12-05,2011-11-23,12.0
15641.0,2011-03-02,2010-12-15,77.0
15641.0,2011-03-24,2011-03-02,22.0
15641.0,2011-08-26,2011-03-24,155.0
15643.0,2011-06-01,2011-03-02,91.0
15644.0,2011-03-28,2011-03-23,5.0
15644.0,2011-06-26,2011-03-28,90.0
15646.0,2011-04-07,2010-12-02,126.0
15646.0,2011-07-05,2011-04-07,89.0
15648.0,2011-05-19,2011-03-17,63.0
15649.0,2011-01-07,2010-12-07,31.0
15651.0,2011-11-03,2011-03-24,224.0
15653.0,2011-09-08,2011-08-16,23.0
15654.0,2011-11-30,2011-11-13,17.0
15656.0,2011-05-03,2011-02-28,64.0
15656.0,2011-06-14,2011-05-03,42.0
15656.0,2011-10-25,2011-06-14,133.0
15658.0,2011-02-03,2010-12-02,63.0
15658.0,2011-03-23,2011-02-03,48.0
15658.0,2011-05-26,2011-03-23,64.0
15658.0,2011-06-02,2011-05-26,7.0
15660.0,2011-03-01,2010-12-09,82.0
15660.0,2011-05-19,2011-03-01,79.0
15660.0,2011-07-27,2011-05-19,69.0
15660.0,2011-09-15,2011-07-27,50.0
15660.0,2011-11-14,2011-09-15,60.0
15661.0,2011-01-26,2011-01-05,21.0
15665.0,2011-06-24,2011-04-10,75.0
15669.0,2011-06-16,2011-03-21,87.0
15669.0,2011-08-28,2011-06-16,73.0
15669.0,2011-10-30,2011-08-28,63.0
15671.0,2011-03-16,2011-03-14,2.0
15671.0,2011-04-11,2011-03-16,26.0
15671.0,2011-08-05,2011-04-11,116.0
15671.0,2011-09-06,2011-08-05,32.0
15671.0,2011-11-14,2011-09-06,69.0
15671.0,2011-11-21,2011-11-14,7.0
15673.0,2011-05-09,2011-01-16,113.0
15673.0,2011-07-06,2011-05-09,58.0
15673.0,2011-09-12,2011-07-06,68.0
15674.0,2011-04-05,2011-03-30,6.0
15674.0,2011-05-08,2011-04-05,33.0
15674.0,2011-05-10,2011-05-08,2.0
15674.0,2011-09-27,2011-05-10,140.0
15675.0,2011-07-07,2011-03-04,125.0
15675.0,2011-09-19,2011-07-07,74.0
15676.0,2011-11-04,2011-03-01,248.0
15676.0,2011-11-21,2011-11-04,17.0
15679.0,2011-07-08,2011-06-10,28.0
15679.0,2011-11-09,2011-07-08,124.0
15679.0,2011-11-15,2011-11-09,6.0
15680.0,2011-10-30,2010-12-08,326.0
15680.0,2011-11-30,2011-10-30,31.0
15681.0,2011-06-09,2011-03-04,97.0
15681.0,2011-11-11,2011-06-09,155.0
15681.0,2011-11-14,2011-11-11,3.0
15687.0,2011-02-01,2011-01-13,19.0
15687.0,2011-02-23,2011-02-01,22.0
15687.0,2011-03-16,2011-02-23,21.0
15687.0,2011-06-06,2011-03-16,82.0
15687.0,2011-10-05,2011-06-06,121.0
15687.0,2011-11-16,2011-10-05,42.0
15687.0,2011-12-01,2011-11-16,15.0
15689.0,2011-08-12,2010-12-13,242.0
15690.0,2011-12-05,2011-08-31,96.0
15694.0,2010-12-09,2010-12-02,7.0
15694.0,2010-12-14,2010-12-09,5.0
15694.0,2011-01-13,2010-12-14,30.0
15694.0,2011-03-16,2011-01-13,62.0
15694.0,2011-04-07,2011-03-16,22.0
15694.0,2011-05-20,2011-04-07,43.0
15694.0,2011-06-05,2011-05-20,16.0
15694.0,2011-06-16,2011-06-05,11.0
15694.0,2011-10-04,2011-06-16,110.0
15694.0,2011-11-10,2011-10-04,37.0
15694.0,2011-11-14,2011-11-10,4.0
15694.0,2011-12-01,2011-11-14,17.0
15694.0,2011-12-09,2011-12-01,8.0
15696.0,2011-01-27,2011-01-17,10.0
15696.0,2011-01-28,2011-01-27,1.0
15696.0,2011-03-06,2011-01-28,37.0
15696.0,2011-03-29,2011-03-06,23.0
15696.0,2011-05-03,2011-03-29,35.0
15696.0,2011-09-21,2011-05-03,141.0
15696.0,2011-11-06,2011-09-21,46.0
15700.0,2011-06-20,2011-06-19,1.0
